brand_name,active_ingredient,generic_name,use_case,side_effects,price,manufacturer,precautions,strength,dosage_form,is_otc,schedule,age_group,interactions,contraindications,hindi_name
ORS-L 200ml,ORS + Zinc,Oral Rehydration + Zinc,Diarrhea in children,None significant,35.0,Generic,Use as per pediatric advice,Unknown,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Ofloxacin,Ofloxacin,Ofloxacin,Bacterial infections,Dizziness; Nausea,46.5,Generic Manufacturer,Avoid sun exposure,200 mg,Tablet,False,H1,adult,Risk of tendon rupture; avoid with steroids if possible.,History of tendinopathy with quinolones.,
Local Pharmacy Ofloxacin,Ofloxacin,Ofloxacin,Bacterial infections,Dizziness; Nausea,40.3,Local Pharmacy,Avoid sun exposure,200 mg,Tablet,False,H1,adult,Risk of tendon rupture; avoid with steroids if possible.,History of tendinopathy with quinolones.,
Oflox 200,Ofloxacin,Ofloxacin,Bacterial infections,Dizziness; Nausea,62.0,Cipla,Avoid sun exposure,200 mg,Tablet,False,H1,adult,Risk of tendon rupture; avoid with steroids if possible.,History of tendinopathy with quinolones.,
Generic Olanzapine,Olanzapine,Olanzapine,Schizophrenia; Bipolar,Weight gain; Drowsiness,69.0,Generic Manufacturer,Monitor sugars and lipids,5 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Olanzapine,Olanzapine,Olanzapine,Schizophrenia; Bipolar,Weight gain; Drowsiness,59.8,Local Pharmacy,Monitor sugars and lipids,5 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Oliza 5,Olanzapine,Olanzapine,Schizophrenia; Bipolar,Weight gain; Drowsiness,92.0,Intas,Monitor sugars and lipids,5 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Omeprazole,Omeprazole,Omeprazole,Acidity and ulcers,Headache; Nausea,22.5,Generic Manufacturer,Take before breakfast,Unknown,Tablet,False,H,adult,May reduce absorption of some drugs; take before meals.,Hypersensitivity.,
Local Pharmacy Omeprazole,Omeprazole,Omeprazole,Acidity and ulcers,Headache; Nausea,19.5,Local Pharmacy,Take before breakfast,Unknown,Tablet,False,H,adult,May reduce absorption of some drugs; take before meals.,Hypersensitivity.,
Omeprazole 20,Omeprazole,Omeprazole,Acidity and ulcers,Diarrhea; Stomach pain,28.0,Generic,Long-term use needs doctor supervision,20 mg,Tablet,False,H,adult,May reduce absorption of some drugs; take before meals.,Hypersensitivity.,
Omez,Omeprazole,Omeprazole,Acidity and ulcers,Headache; Nausea,32.0,Dr. Reddy's Laboratories,Take before breakfast,Unknown,Tablet,False,H,adult,May reduce absorption of some drugs; take before meals.,Hypersensitivity.,
Generic Ondansetron,Ondansetron,Ondansetron,Nausea and vomiting,Headache; Constipation,31.5,Generic Manufacturer,May cause QT prolongation,4 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Ondansetron,Ondansetron,Ondansetron,Nausea and vomiting,Headache; Constipation,27.3,Local Pharmacy,May cause QT prolongation,4 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Ondem 4,Ondansetron,Ondansetron,Nausea and vomiting,Headache; Constipation,42.0,Alkem,May cause QT prolongation,4 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Oral Rehydration Salts,Oral Rehydration Salts,ORS,Dehydration; Diarrhea support,None if taken as directed,15.75,Generic Manufacturer,Use safe drinking water,Unknown,Powder,True,OTC,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Oral Rehydration Salts,Oral Rehydration Salts,ORS,Dehydration; Diarrhea support,None if taken as directed,13.65,Local Pharmacy,Use safe drinking water,Unknown,Powder,True,OTC,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
ORS Electral,Oral Rehydration Salts,ORS,Dehydration support,None significant,22.0,FDC,Use boiled and cooled water,Unknown,Tablet,True,OTC,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
ORS Powder,Oral Rehydration Salts,ORS,Dehydration; Diarrhea support,None if taken as directed,20.0,WHO Formulation,Use safe drinking water,Unknown,Powder,True,OTC,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Oseltamivir,Oseltamivir,Oseltamivir,Influenza treatment,Nausea; Vomiting,363.75,Generic Manufacturer,Start within 48 hours,75 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Oseltamivir,Oseltamivir,Oseltamivir,Influenza treatment,Nausea; Vomiting,315.25,Local Pharmacy,Start within 48 hours,75 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Tamiflu 75,Oseltamivir,Oseltamivir,Influenza treatment,Nausea; Vomiting,485.0,Hoffmann-La Roche,Start within 48 hours,75 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Pantoprazole,Pantoprazole,Pantoprazole,Acid reflux and GERD,Headache; Diarrhea,31.5,Generic Manufacturer,Take before meals,40 mg,Tablet,False,H,adult,May reduce absorption of some drugs; take before meals.,Hypersensitivity.,
Local Pharmacy Pantoprazole,Pantoprazole,Pantoprazole,Acid reflux and GERD,Headache; Diarrhea,27.3,Local Pharmacy,Take before meals,40 mg,Tablet,False,H,adult,May reduce absorption of some drugs; take before meals.,Hypersensitivity.,
Pan 40,Pantoprazole,Pantoprazole,Acid reflux and GERD,Dizziness; Stomach pain,38.5,Alkem Laboratories,Morning dose recommended,40 mg,Tablet,False,H,adult,May reduce absorption of some drugs; take before meals.,Hypersensitivity.,
Pantocid,Pantoprazole,Pantoprazole,Acid reflux and GERD,Rare side effects,45.0,Sun Pharmaceutical,Take 30 mins before meals,Unknown,Tablet,False,H,adult,May reduce absorption of some drugs; take before meals.,Hypersensitivity.,
Pantoprazole 40,Pantoprazole,Pantoprazole,Acid reflux and GERD,Headache; Diarrhea,42.0,Generic,Take before meals,40 mg,Tablet,False,H,adult,May reduce absorption of some drugs; take before meals.,Hypersensitivity.,
Generic Pantoprazole + Domperidone,Pantoprazole + Domperidone,Pantoprazole + Domperidone,Acidity with nausea,Headache; Diarrhea,63.75,Generic Manufacturer,Take before meals,Unknown,Tablet,False,H,adult,May reduce absorption of some drugs; take before meals.,Hypersensitivity.,
Local Pharmacy Pantoprazole + Domperidone,Pantoprazole + Domperidone,Pantoprazole + Domperidone,Acidity with nausea,Headache; Diarrhea,55.25,Local Pharmacy,Take before meals,Unknown,Tablet,False,H,adult,May reduce absorption of some drugs; take before meals.,Hypersensitivity.,
Pan-D,Pantoprazole + Domperidone,Pantoprazole + Domperidone,Acidity with nausea,Headache; Diarrhea,85.0,Alkem,Take before meals,Unknown,Tablet,False,H,adult,May reduce absorption of some drugs; take before meals.,Hypersensitivity.,
Calpol,Paracetamol,Paracetamol,Fever and pain relief for children,Rare allergic reactions,35.0,GlaxoSmithKline,Follow age-appropriate dosing,Unknown,Tablet,True,OTC,adult,Avoid duplicate acetaminophen products; caution in liver disease.,Severe hepatic impairment.,पैरासिटामोल
Crocin,Paracetamol,Paracetamol,Fever and pain relief,Nausea; Skin rash; Liver damage (overdose),25.5,GlaxoSmithKline,Do not exceed 4g per day; Avoid alcohol,Unknown,Tablet,True,OTC,adult,Avoid duplicate acetaminophen products; caution in liver disease.,Severe hepatic impairment.,पैरासिटामोल
Dolo 650,Paracetamol,Paracetamol,Fever and pain relief,Nausea; Allergic reactions,30.0,Micro Labs,Consult doctor if pregnant; Avoid with alcohol,650 mg,Tablet,True,OTC,adult,Avoid duplicate acetaminophen products; caution in liver disease.,Severe hepatic impairment.,पैरासिटामोल
Generic Paracetamol,Paracetamol,Paracetamol,Fever and pain relief,Nausea; Skin rash; Liver damage (overdose),19.12,Generic Manufacturer,Do not exceed 4g per day; Avoid alcohol,Unknown,Tablet,True,OTC,adult,Avoid duplicate acetaminophen products; caution in liver disease.,Severe hepatic impairment.,पैरासिटामोल
Local Pharmacy Paracetamol,Paracetamol,Paracetamol,Fever and pain relief,Nausea; Skin rash; Liver damage (overdose),16.57,Local Pharmacy,Do not exceed 4g per day; Avoid alcohol,Unknown,Tablet,True,OTC,adult,Avoid duplicate acetaminophen products; caution in liver disease.,Severe hepatic impairment.,पैरासिटामोल
Metacin,Paracetamol,Paracetamol,Fever and pain relief,Minimal side effects,22.0,Mankind Pharma,Safe for most adults,Unknown,Tablet,True,OTC,adult,Avoid duplicate acetaminophen products; caution in liver disease.,Severe hepatic impairment.,पैरासिटामोल
Pyrigesic,Paracetamol,Paracetamol,Fever and pain relief,Rare allergic reactions,18.5,Intas Pharmaceuticals,Avoid overdose,Unknown,Tablet,True,OTC,adult,Avoid duplicate acetaminophen products; caution in liver disease.,Severe hepatic impairment.,पैरासिटामोल
Generic Paracetamol + Phenylephrine + CPM,Paracetamol + Phenylephrine + CPM,Paracetamol + Phenylephrine + Chlorpheniramine,Cold and congestion,Drowsiness; Dry mouth,30.0,Generic Manufacturer,Avoid driving if drowsy,Unknown,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Paracetamol + Phenylephrine + CPM,Paracetamol + Phenylephrine + CPM,Paracetamol + Phenylephrine + Chlorpheniramine,Cold and congestion,Drowsiness; Dry mouth,26.0,Local Pharmacy,Avoid driving if drowsy,Unknown,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Sinarest,Paracetamol + Phenylephrine + CPM,Paracetamol + Phenylephrine + Chlorpheniramine,Cold and congestion,Drowsiness; Dry mouth,45.0,Centaur,Avoid driving if drowsy,Unknown,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Sinarest-AF Drops,Paracetamol + Phenylephrine + CPM,Paracetamol + Phenylephrine + Chlorpheniramine,Cold relief for kids,Drowsiness; Irritability,35.0,Piramal,Pediatric dosing only,Unknown,Drops,False,H,pediatric,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
D Cold Total,Paracetamol + Phenylephrine + CPM + Caffeine,Paracetamol + Phenylephrine + Chlorpheniramine + Caffeine,Cold and flu symptom relief,Drowsiness; Palpitations,62.0,Piramal,Avoid at night due to caffeine,Unknown,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Paracetamol + Phenylephrine + CPM + Caffeine,Paracetamol + Phenylephrine + CPM + Caffeine,Paracetamol + Phenylephrine + Chlorpheniramine + Caffeine,Cold and flu symptom relief,Drowsiness; Palpitations,46.5,Generic Manufacturer,Avoid at night due to caffeine,Unknown,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Paracetamol + Phenylephrine + CPM + Caffeine,Paracetamol + Phenylephrine + CPM + Caffeine,Paracetamol + Phenylephrine + Chlorpheniramine + Caffeine,Cold and flu symptom relief,Drowsiness; Palpitations,40.3,Local Pharmacy,Avoid at night due to caffeine,Unknown,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Betadine Ointment,Povidone Iodine,Povidone Iodine,Minor cuts and wounds,Skin irritation (rare),55.0,Win-Medicare,External use only,Unknown,Ointment,True,OTC,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Povidone Iodine,Povidone Iodine,Povidone Iodine,Minor cuts and wounds,Skin irritation (rare),41.25,Generic Manufacturer,External use only,Unknown,Ointment,True,OTC,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Povidone Iodine,Povidone Iodine,Povidone Iodine,Minor cuts and wounds,Skin irritation (rare),35.75,Local Pharmacy,External use only,Unknown,Ointment,True,OTC,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Prednisolone,Prednisolone,Prednisolone,Inflammation and autoimmune conditions,Weight gain; Mood changes; High blood sugar,15.0,Generic Manufacturer,Do not stop suddenly,5 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Prednisolone,Prednisolone,Prednisolone,Inflammation and autoimmune conditions,Weight gain; Mood changes; High blood sugar,13.0,Local Pharmacy,Do not stop suddenly,5 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Prednisolone 5,Prednisolone,Prednisolone,Inflammation and autoimmune conditions,Weight gain; Mood changes; High blood sugar,18.0,Generic,Do not stop suddenly,5 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Wysolone 5,Prednisolone,Prednisolone,Inflammation and autoimmune conditions,Osteoporosis with long-term use,22.0,Pfizer,Taper dose gradually,5 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Pregabalin,Pregabalin,Pregabalin,Nerve pain; Anxiety,Dizziness; Weight gain,157.5,Generic Manufacturer,May cause drowsiness,75 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Pregabalin,Pregabalin,Pregabalin,Nerve pain; Anxiety,Dizziness; Weight gain,136.5,Local Pharmacy,May cause drowsiness,75 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Lyrica 75,Pregabalin,Pregabalin,Nerve pain; Anxiety,Dizziness; Weight gain,210.0,Pfizer,May cause drowsiness,75 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Prochlorperazine,Prochlorperazine,Prochlorperazine,Nausea; Vertigo,Drowsiness; Dry mouth,24.0,Generic Manufacturer,Avoid driving,5 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Prochlorperazine,Prochlorperazine,Prochlorperazine,Nausea; Vertigo,Drowsiness; Dry mouth,20.8,Local Pharmacy,Avoid driving,5 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Stemetil 5,Prochlorperazine,Prochlorperazine,Nausea; Vertigo,Drowsiness; Dry mouth,32.0,Sanofi,Avoid driving,5 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Propranolol,Propranolol,Propranolol,Anxiety; Migraine; HTN,Fatigue; Cold hands,33.75,Generic Manufacturer,Do not stop abruptly,40 mg,Tablet,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",
Inderal 40,Propranolol,Propranolol,Anxiety; Migraine; HTN,Fatigue; Cold hands,45.0,Abbott,Do not stop abruptly,40 mg,Tablet,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",
Local Pharmacy Propranolol,Propranolol,Propranolol,Anxiety; Migraine; HTN,Fatigue; Cold hands,29.25,Local Pharmacy,Do not stop abruptly,40 mg,Tablet,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",
Betacap 20,Propranolol LA,Propranolol,Migraine prophylaxis; Anxiety,Fatigue; Sleep disturbance,75.0,Sun Pharmaceutical,Do not stop abruptly,20 mg,Capsule,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",
Generic Propranolol LA,Propranolol LA,Propranolol,Migraine prophylaxis; Anxiety,Fatigue; Sleep disturbance,56.25,Generic Manufacturer,Do not stop abruptly,20 mg,Capsule,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",
Local Pharmacy Propranolol LA,Propranolol LA,Propranolol,Migraine prophylaxis; Anxiety,Fatigue; Sleep disturbance,48.75,Local Pharmacy,Do not stop abruptly,20 mg,Capsule,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",
Generic Psyllium Husk,Psyllium Husk,Psyllium Husk,Constipation; Fiber supplement,Bloating; Gas (initial),108.75,Generic Manufacturer,Drink plenty of water,Unknown,Tablet,True,OTC,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Psyllium Husk,Psyllium Husk,Psyllium Husk,Constipation; Fiber supplement,Bloating; Gas (initial),94.25,Local Pharmacy,Drink plenty of water,Unknown,Tablet,True,OTC,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Sat Isabgol,Psyllium Husk,Psyllium Husk,Constipation; Fiber supplement,Bloating; Gas (initial),145.0,Dabur,Drink plenty of water,Unknown,Tablet,True,OTC,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Quetiapine,Quetiapine,Quetiapine,Schizophrenia; Bipolar,Sedation; Weight gain,71.25,Generic Manufacturer,Regular psychiatric follow-up,50 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Quetiapine,Quetiapine,Quetiapine,Schizophrenia; Bipolar,Sedation; Weight gain,61.75,Local Pharmacy,Regular psychiatric follow-up,50 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Qutipin 50,Quetiapine,Quetiapine,Schizophrenia; Bipolar,Sedation; Weight gain,95.0,Sun Pharmaceutical,Regular psychiatric follow-up,50 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Rabeprazole,Rabeprazole,Rabeprazole,Acid reflux and GERD,Headache; Nausea,41.25,Generic Manufacturer,Take before breakfast,20 mg,Tablet,False,H,adult,May reduce absorption of some drugs; take before meals.,Hypersensitivity.,
Local Pharmacy Rabeprazole,Rabeprazole,Rabeprazole,Acid reflux and GERD,Headache; Nausea,35.75,Local Pharmacy,Take before breakfast,20 mg,Tablet,False,H,adult,May reduce absorption of some drugs; take before meals.,Hypersensitivity.,
Rabeprazole 20,Rabeprazole,Rabeprazole,Acid reflux and GERD,Headache; Nausea,52.0,Dr. Reddy's Laboratories,Take before breakfast,20 mg,Tablet,False,H,adult,May reduce absorption of some drugs; take before meals.,Hypersensitivity.,
Rablet 20,Rabeprazole,Rabeprazole,Acid reflux and ulcer,Abdominal pain; Flatulence,58.0,Lupin,Short-term use unless advised,20 mg,Tablet,False,H,adult,May reduce absorption of some drugs; take before meals.,Hypersensitivity.,
Cardace 5,Ramipril,Ramipril,Blood pressure control,Cough; Hyperkalemia,65.0,Sanofi,Monitor kidney function,5 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Ramipril,Ramipril,Ramipril,Blood pressure control,Cough; Hyperkalemia,48.75,Generic Manufacturer,Monitor kidney function,5 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Ramipril,Ramipril,Ramipril,Blood pressure control,Cough; Hyperkalemia,42.25,Local Pharmacy,Monitor kidney function,5 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Ranitidine,Ranitidine,Ranitidine,Acidity and heartburn,Headache; Constipation,15.0,Generic Manufacturer,Take twice daily,150 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Ranitidine,Ranitidine,Ranitidine,Acidity and heartburn,Headache; Constipation,13.0,Local Pharmacy,Take twice daily,150 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Ranitidine 150,Ranitidine,Ranitidine,Acidity and heartburn,Headache; Constipation,18.0,Generic,Take twice daily,150 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Rantac 150,Ranitidine,Ranitidine,Acidity and heartburn,Dizziness; Diarrhea,22.0,Johnson & Johnson,Can be taken with or without food,150 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Ranitidine + Domperidone,Ranitidine + Domperidone,Ranitidine + Domperidone,Acidity + nausea,Drowsiness; Diarrhea,36.0,Generic Manufacturer,Short term use only,150 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Ranitidine + Domperidone,Ranitidine + Domperidone,Ranitidine + Domperidone,Acidity + nausea,Drowsiness; Diarrhea,31.2,Local Pharmacy,Short term use only,150 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Rantac 150 Plus,Ranitidine + Domperidone,Ranitidine + Domperidone,Acidity + nausea,Drowsiness; Diarrhea,48.0,Johnson & Johnson,Short term use only,150 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Rifaximin,Rifaximin,Rifaximin,IBS-D; Traveler's diarrhea,Flatulence; Headache,213.75,Generic Manufacturer,Avoid if liver issues,400 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Rifaximin,Rifaximin,Rifaximin,IBS-D; Traveler's diarrhea,Flatulence; Headache,185.25,Local Pharmacy,Avoid if liver issues,400 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Rifagut 400,Rifaximin,Rifaximin,IBS-D; Traveler's diarrhea,Flatulence; Headache,285.0,Sun Pharmaceutical,Avoid if liver issues,400 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Risperidone,Risperidone,Risperidone,Schizophrenia; Bipolar,Tremors; Weight gain,43.5,Generic Manufacturer,Regular follow-up,2 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Risperidone,Risperidone,Risperidone,Schizophrenia; Bipolar,Tremors; Weight gain,37.7,Local Pharmacy,Regular follow-up,2 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Sizodon 2,Risperidone,Risperidone,Schizophrenia; Bipolar,Tremors; Weight gain,58.0,Sun Pharmaceutical,Regular follow-up,2 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Crestor 10,Rosuvastatin,Rosuvastatin,High cholesterol,Nausea; Muscle pain,95.0,AstraZeneca,Regular cholesterol testing,10 mg,Tablet,False,H,adult,Avoid grapefruit; risk of myopathy with some antibiotics.,"Active liver disease, pregnancy.",
Generic Rosuvastatin,Rosuvastatin,Rosuvastatin,High cholesterol,Muscle pain; Weakness,46.5,Generic Manufacturer,Monitor liver function,10 mg,Tablet,False,H,adult,Avoid grapefruit; risk of myopathy with some antibiotics.,"Active liver disease, pregnancy.",
Local Pharmacy Rosuvastatin,Rosuvastatin,Rosuvastatin,High cholesterol,Muscle pain; Weakness,40.3,Local Pharmacy,Monitor liver function,10 mg,Tablet,False,H,adult,Avoid grapefruit; risk of myopathy with some antibiotics.,"Active liver disease, pregnancy.",
Rosuvas 10,Rosuvastatin,Rosuvastatin,High cholesterol,Headache; Dizziness,62.0,Sun Pharmaceutical,Evening dose preferred,10 mg,Tablet,False,H,adult,Avoid grapefruit; risk of myopathy with some antibiotics.,"Active liver disease, pregnancy.",
Rosuvastatin 10,Rosuvastatin,Rosuvastatin,High cholesterol,Muscle pain; Weakness,55.0,Generic,Monitor liver function,10 mg,Tablet,False,H,adult,Avoid grapefruit; risk of myopathy with some antibiotics.,"Active liver disease, pregnancy.",
Generic Roxithromycin,Roxithromycin,Roxithromycin,Respiratory infections,Nausea; Stomach pain,54.0,Generic Manufacturer,Take on empty stomach,150 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Roxithromycin,Roxithromycin,Roxithromycin,Respiratory infections,Nausea; Stomach pain,46.8,Local Pharmacy,Take on empty stomach,150 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Roxid 150,Roxithromycin,Roxithromycin,Respiratory infections,Nausea; Stomach pain,72.0,Alembic Pharmaceuticals,Take on empty stomach,150 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Asthalin Inhaler,Salbutamol,Salbutamol,Asthma and bronchospasm,Nervousness; Rapid heartbeat,135.0,Cipla,Rinse mouth after use,Unknown,Inhaler,False,H,both,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Salbutamol,Salbutamol,Salbutamol,Asthma and bronchospasm,Tremors; Palpitations; Headache,101.25,Generic Manufacturer,Rescue inhaler for quick relief,Unknown,Inhaler,False,H,both,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Salbutamol,Salbutamol,Salbutamol,Asthma and bronchospasm,Tremors; Palpitations; Headache,87.75,Local Pharmacy,Rescue inhaler for quick relief,Unknown,Inhaler,False,H,both,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Salbutamol Inhaler,Salbutamol,Salbutamol,Asthma and bronchospasm,Tremors; Palpitations; Headache,125.0,Generic,Rescue inhaler for quick relief,Unknown,Inhaler,False,H,both,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Ventolin Inhaler,Salbutamol,Salbutamol,Asthma and bronchospasm,Throat irritation; Muscle cramps,185.0,GlaxoSmithKline,Do not exceed prescribed dose,Unknown,Inhaler,False,H,both,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Salmeterol + Fluticasone,Salmeterol + Fluticasone,Salmeterol + Fluticasone,Asthma/COPD maintenance,Hoarseness; Thrush,390.0,Generic Manufacturer,Do not use as rescue inhaler,250 mg,Inhaler,False,H,both,Avoid non-selective beta blockers; monitor with strong CYP3A4 inhibitors.,Primary treatment of status asthmaticus; acute bronchospasm.,
Local Pharmacy Salmeterol + Fluticasone,Salmeterol + Fluticasone,Salmeterol + Fluticasone,Asthma/COPD maintenance,Hoarseness; Thrush,338.0,Local Pharmacy,Do not use as rescue inhaler,250 mg,Inhaler,False,H,both,Avoid non-selective beta blockers; monitor with strong CYP3A4 inhibitors.,Primary treatment of status asthmaticus; acute bronchospasm.,
Seroflo 100,Salmeterol + Fluticasone,Salmeterol + Fluticasone,Asthma/COPD maintenance,Hoarseness; Thrush,400.0,Cipla,Not for rescue; regular use only,100/50 mcg,Inhaler,False,H,both,Avoid non-selective beta blockers; monitor with strong CYP3A4 inhibitors.,Primary treatment of status asthmaticus; acute bronchospasm.,साल्मेटेरोल + फ्लूटिकाज़ोन
Seroflo 250,Salmeterol + Fluticasone,Salmeterol + Fluticasone,Asthma/COPD maintenance,Hoarseness; Thrush,490.0,Cipla,Not for rescue; regular use only,250/50 mcg,Inhaler,False,H,both,Avoid non-selective beta blockers; monitor with strong CYP3A4 inhibitors.,Primary treatment of status asthmaticus; acute bronchospasm.,साल्मेटेरोल + फ्लूटिकाज़ोन
